china,location,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
inside,Hubei province(includes Wuhan),67466,2902,5788,,40479,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Guangdong province,1350,7,13,19,1129,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Henan province,1272,22,3,2,1234,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Zhejiang province,1213,1,3,3,1107,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Hunan province,1018,4,15,,913,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Beijing,417,8,,,294,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Shanghai,338,3,,9,298,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,Other regions,7335,65,100+,,,Thu Mar  5 08:10:56 PST 2020,1583424656
inside,CHINA TOTAL,80409,3012,5952,,52045,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,South Korea,5766,42,27,25,88,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Iran,3513,107,,,552,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Italy,3089,107,297,,276,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Diamond Princess,706,6,34,,40,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Germany,349,0,,2,16,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Japan,331,6,29,,10,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,France,285,4,15,,12,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Spain,248,3,7,,2,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,United States,159,11,2,6,9,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Singapore,117,0,,7,81,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Hong Kong,105,2,2,4,36,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,United Kingdom,88,0,,,8,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Switzerland,80,1,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Norway,72,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Sweden,60,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Kuwait,58,0,0,0,0,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Malaysia,55,0,,,22,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Australia,52,2,,,21,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Belgium,50,0,1,,1,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Bahrain,49,0,,,1,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Thailand,47,1,1,,31,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Taiwan,42,1,0,0,12,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Netherlands,38,0,1,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Austria,37,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Iraq,35,2,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Canada,35,0,,1,3,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Iceland,34,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Greece,31,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,India,30,0,,,3,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,UAE,27,0,2,,5,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Algeria,17,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Vietnam,16,0,,,16,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,San Marino,16,1,3,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Israel,15,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Lebanon,15,0,,1,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Oman,15,0,,,2,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Denmark,15,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Finland,12,0,,,1,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Macau,10,0,,,6,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Ecuador,10,0,,1,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Croatia,10,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Qatar,8,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Czech Republic,8,0,0,0,0,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Portugal,8,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Belarus,6,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Romania,6,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Ireland,6,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Mexico,5,0,,,1,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Pakistan,5,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Senegal,4,0,0,0,0,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Brazil,4,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Palestine,4,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Russia,4,0,,,2,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Georgia,4,0,1,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Azerbaijan,6,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Saudi Arabia,5,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Philippines,3,1,,,2,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Chile,3,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,New Zealand,3,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Egypt,3,0,,,1,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Indonesia,2,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Estonia,2,0,0,0,0,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Hungary,2,0,0,0,0,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Morocco,2,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Bosnia,2,0,,,,Thu Mar  5 08:10:56 PST 2020,1583424656
outside,Nepal,1,0,,,1,Thu Mar  5 08:10:56 PST 2020,1583424656
