china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
inside,Hubei province(includes Wuhan),67332,2871,6232,,38556,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Guangdong province,1349,7,17,20,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Henan province,1272,22,7,4,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Zhejiang province,1205,1,8,8,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Hunan province,1018,4,18,,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Beijing,413,8,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Shanghai,337,3,9,,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Other regions,7323,65,100+,,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,Undisclosed,21,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
inside,CHINA TOTAL,80270,2981,6416,,49856,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,South Korea,5328,33,34,11,34,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Iran,2336,77,,,291,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Italy,2502,79,140,,160,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Diamond Princess,706,6,36,,10,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Japan,293,6,23,,43,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,France,212,4,8,,12,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Germany,203,0,,2,16,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Spain,151,1,,5,2,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Singapore,110,0,,7,78,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,United States,113,9,2,5,9,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Hong Kong,101,2,2,4,36,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Kuwait,56,0,0,0,0,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Bahrain,49,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Thailand,43,1,1,,30,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Taiwan,41,1,,,12,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,United Kingdom,51,0,,,8,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Switzerland,37,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Australia,34,1,,,21,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Canada,33,0,,,3,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Sweden,30,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Malaysia,36,0,,,22,Tue Mar  3 19:52:27 PST 2020,1583293947
