china,location,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
inside,Hubei province(includes Wuhan),67466,2902,5788,,40479,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Guangdong province,1350,7,13,19,1129,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Henan province,1272,22,3,2,1234,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Zhejiang province,1213,1,3,3,1107,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Hunan province,1018,4,15,,913,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Beijing,417,8,,,294,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Shanghai,338,3,,9,298,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,Other regions,7335,65,100+,,,Wed Mar  4 18:01:30 PST 2020,1583373690
inside,CHINA TOTAL,80409,3012,5952,,52045,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,South Korea,5766,35,27,25,88,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Italy,3089,107,297,,276,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Iran,2922,92,,,552,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Diamond Princess,706,6,34,,40,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Japan,319,6,29,,10,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,France,285,4,15,,12,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Germany,262,0,,2,16,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Spain,202,2,7,,2,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,United States,159,11,2,6,9,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Singapore,110,0,,7,78,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,Hong Kong,101,2,2,4,36,Wed Mar  4 18:01:30 PST 2020,1583373690
outside,United Kingdom,85,0,,,8,Wed Mar  4 18:01:30 PST 2020,1583373690
