china,location,Cases,Deaths,Notes,date2,unixtime
inside,Hubei province (includes Wuhan),67103,2803,"6,872 serious",Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Guangdong province,1349,7,"17 serious, 20 critical",Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Henan province,1272,22,"7 serious, 4 critical",Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Zhejiang province,1205,1,"8 serious, 8 critical",Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Hunan province,1018,4,18 serious,Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Beijing,413,8,,Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Shanghai,337,3,9 serious,Mon Mar  2 08:56:46 PST 2020,1583168206
inside,Other regions,7323,64,100+ serious,Mon Mar  2 08:56:46 PST 2020,1583168206
inside,TOTAL,80026,2912,"7,110 serious44,462 recovered715 suspected",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,South Korea,4335,26,"34 serious, 19 critical, 26 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Italy,1696,34,"140 serious, 83 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Diamond Princess,705,6,"36 serious, 10 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Iran,1501,66,291 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Japan,274,6,"19 serious, 32 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Singapore,108,0,"6 critical, 78 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Hong Kong,100,2,"4 critical, 2 serious, 36 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Germany,150,0,"2 critical, 16 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,United States,91,2,"2 serious, 6 critical, 9 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,France,130,2,"9 serious, 12 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Spain,120,0,"5 critical, 2 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Kuwait,56,0,,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Thailand,43,1,"1 serious, 30 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Taiwan,40,1,5 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Bahrain,47,0,,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Malaysia,29,0,22 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Australia,30,1,15 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,United Kingdom,40,0,8 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,UAE,21,0,"2 serious, 5 recovered",Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Vietnam,16,0,16 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Canada,24,0,3 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Sweden,14,0,,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Macau,10,0,6 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Iraq,21,0,,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Israel,10,0,,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Oman,6,0,2 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Philippines,3,1,2 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,India,5,0,3 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Finland,6,0,1 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Russia,3,0,2 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Nepal,1,0,1 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
outside,Cambodia,1,0,1 recovered,Mon Mar  2 08:56:46 PST 2020,1583168206
