china,location,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
inside,Hubei province(includes Wuhan),67466,2902,5788,,40479,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Guangdong province,1350,7,12,19,1159,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Henan province,1272,22,3,2,1234,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Zhejiang province,1213,1,3,3,1107,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Hunan province,1018,4,15,,913,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Beijing,417,8,,,294,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Shanghai,338,3,,9,298,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,Other regions,7335,65,100+,,,Thu Mar  5 12:16:11 PST 2020,1583439371
inside,CHINA TOTAL,80409,3012,5952,,52045,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,South Korea,5766,42,27,25,88,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Italy,3858,148,351,,414,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Iran,3513,108,,,552,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Diamond Princess,706,6,34,,40,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Germany,349,0,,2,16,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Japan,331,6,29,,10,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,France,285,4,15,,12,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Spain,248,3,7,,2,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,United States,194,11,2,6,9,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Singapore,117,0,,7,81,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,United Kingdom,116,1,,,8,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Hong Kong,105,2,2,4,36,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Switzerland,80,1,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Norway,72,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Sweden,90,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Netherlands,82,0,1,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Kuwait,58,0,0,0,0,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Malaysia,55,0,,,22,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Australia,52,2,,,21,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Belgium,50,0,1,,1,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Bahrain,49,0,,,1,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Thailand,47,1,1,,31,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Taiwan,42,1,0,0,12,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Austria,37,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Iraq,35,2,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Canada,35,0,,1,3,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Iceland,34,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Greece,31,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,India,30,0,,,3,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,UAE,27,0,2,,5,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Algeria,17,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Vietnam,16,0,,,16,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,San Marino,16,1,3,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Israel,15,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Lebanon,15,0,,1,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Oman,15,0,,,2,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Denmark,15,0,,,,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Finland,12,0,,,1,Thu Mar  5 12:16:11 PST 2020,1583439371
outside,Macau,10,0,,,6,Thu Mar  5 12:16:11 PST 2020,1583439371
