COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Fri Mar  6 16:08:44 PST 2020,1583539724
LOS ANGELES,9818605,13,0,Fri Mar  6 16:08:44 PST 2020,1583539724
SANTA CLARA,1781642,20,0,Fri Mar  6 16:08:44 PST 2020,1583539724
SAN FRANCISCO,805235,5,0,Fri Mar  6 16:08:44 PST 2020,1583539724
SAN DIEGO,3095313,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
MARIN,252409,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
SONOMA,483878,2,0,Fri Mar  6 16:08:44 PST 2020,1583539724
SOLANO,413344,13,0,Fri Mar  6 16:08:44 PST 2020,1583539724
NAPA,136484,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
HUMBOLDT,134623,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
SACRAMENTO,1418788,2,0,Fri Mar  6 16:08:44 PST 2020,1583539724
ALAMEDA,1510271,2,0,Fri Mar  6 16:08:44 PST 2020,1583539724
MANATEE,322833,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
PLACER,348432,5,1,Fri Mar  6 16:08:44 PST 2020,1583539724
SAN MATEO,718451,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
CONTRA COSTA,1049025,4,0,Fri Mar  6 16:08:44 PST 2020,1583539724
KINGS,2504700,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
YOLO,200849,1,0,Fri Mar  6 16:08:44 PST 2020,1583539724
