COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Sat Mar  7 19:09:10 PST 2020,1583636950
LOS ANGELES,9818605,14,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SANTA CLARA,1781642,32,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SAN FRANCISCO,805235,11,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SAN DIEGO,3095313,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
MARIN,252409,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SONOMA,483878,2,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SACRAMENTO,1418788,3,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SOLANO,413344,12,0,Sat Mar  7 19:09:10 PST 2020,1583636950
NAPA,136484,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
HUMBOLDT,134623,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
ALAMEDA,1510271,3,0,Sat Mar  7 19:09:10 PST 2020,1583636950
PLACER,348432,5,1,Sat Mar  7 19:09:10 PST 2020,1583636950
SAN MATEO,718451,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
CONTRA COSTA,1049025,4,0,Sat Mar  7 19:09:10 PST 2020,1583636950
KINGS,2504700,4,0,Sat Mar  7 19:09:10 PST 2020,1583636950
YOLO,200849,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
MADERA,150865,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
BERKSHIRE,131219,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
SANTA CRUZ,262382,1,0,Sat Mar  7 19:09:10 PST 2020,1583636950
