COUNTY,POPULATION_2010,CONFIRMED,DEATHS,date2,unixtime
ORANGE,3010232,3,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
LOS ANGELES,9818605,14,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SANTA CLARA,1781642,37,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SAN FRANCISCO,805235,11,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SAN DIEGO,3095313,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
MARIN,252409,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SONOMA,483878,2,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SACRAMENTO,1418788,3,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SOLANO,413344,12,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
NAPA,136484,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
HUMBOLDT,134623,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
ALAMEDA,1510271,3,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
PLACER,348432,7,1,Mon Mar  9 08:35:26 PDT 2020,1583768126
SAN MATEO,718451,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
CONTRA COSTA,1049025,9,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
KINGS,2504700,4,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
YOLO,200849,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
MADERA,150865,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
SANTA CRUZ,262382,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
FRESNO,930450,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
RIVERSIDE,2189641,1,0,Mon Mar  9 08:35:26 PDT 2020,1583768126
